mean	median	sd	mad	q5	q95	rhat	ess_bulk	ess_tail	2.5%	97.5%	group	country
0.89395119575	0.89396	0.00436164553501927	0.00430547039999978	0.88673695	0.90109115	1.00151369331292	4380.72104546491	4231.59047361163	0.885426	0.902388225	XBB.1.5	 Denmark
0.944318659125	0.9443645	0.00434058265791074	0.00439739159999995	0.9371279	0.9513461	1.00131069282595	4509.18385440899	3861.29367613833	0.935837	0.952668075	XBB.1.16	 Denmark
1.071927015125	1.07182	0.0186711048188114	0.0169016399999998	1.04042	1.1021905	1.00126407509897	4982.4860439216	4491.08745570558	1.03349	1.10969	BA.2.86	 Denmark
0.893617315625	0.89361	0.00201089353102171	0.00200966430000001	0.8903346	0.8969101	1.00038185847111	5246.38316229766	5404.93637120576	0.8897269	0.89755025	XBB.1.5	 France 
0.945736064125	0.94572	0.0020521384902245	0.00205784880000008	0.9424268	0.9491522	1.000201390178	5100.51946741963	4790.19765735061	0.941731875	0.949738025	XBB.1.16	 France 
1.08097297625	1.0777	0.0240324601231726	0.0189031500000001	1.0487685	1.1261845	1.00150228569878	3427.33656520493	3065.11664957796	1.04209975	1.14055025	BA.2.86	 France 
0.89054300975	0.89055	0.00224345636662797	0.00227134319999997	0.88686665	0.8941881	1.00048172604016	5225.29464331296	5201.95598493322	0.88608695	0.8949352	XBB.1.5	 Spain 
0.9441896605	0.9442125	0.00233630207205987	0.00227801490000008	0.9403097	0.94804055	1.00062464650371	4813.22442712608	3610.47983356268	0.93952495	0.94876405	XBB.1.16	 Spain 
1.07932072375	1.077455	0.0202691697034868	0.0180803069999999	1.05031	1.1159505	1.00066856753373	3908.98907828547	4241.83017975216	1.04403975	1.12557075	BA.2.86	 Spain 
0.884580202125	0.8846135	0.00357265920299475	0.00366572849999998	0.878606	0.89033005	1.0014780934832	4063.45371234594	4478.40411240343	0.877469575	0.8913333	XBB.1.5	 Sweden 
0.933601037625	0.933688	0.00348967311327495	0.0035322945000001	0.92770895	0.93925315	1.00185758578872	3946.29897786414	3449.6384041162	0.9267079	0.940300025	XBB.1.16	 Sweden 
1.0642104575	1.065965	0.0201378178453225	0.0185547390000001	1.027309	1.0940505	1.00209602600436	2888.14432528282	3979.35637109194	1.0181795	1.10040025	BA.2.86	 Sweden 
0.8888627795	0.888879	0.00185373901498342	0.00183768270000001	0.8858138	0.8918951	1.00076809474129	5799.18488996066	5797.44279752505	0.88512595	0.89251605	XBB.1.5	 United Kingdom 
0.947436423625	0.9474565	0.00178932235279928	0.00177615480000005	0.944468	0.95035305	1.00061535498973	5791.77604872005	5694.27430606032	0.943857975	0.950922	XBB.1.16	 United Kingdom 
1.0714361275	1.07154	0.0145929268566324	0.014366394	1.047669	1.09543	1.000449478121	4724.49228650128	4936.62034640892	1.04285825	1.099991	BA.2.86	 United Kingdom 
0.90587726175	0.905876	0.000785618508591842	0.000802086599999856	0.904593	0.90717905	1.00013709823648	4571.45947511783	5862.88222352424	0.904361975	0.907409075	XBB.1.5	 USA 
0.954765670625	0.954768	0.000806178841000909	0.000826549499999901	0.953449	0.95608305	1.00023421859669	4728.8029418515	5232.50203350268	0.953194	0.956327125	XBB.1.16	 USA 
1.0792099275	1.07765	0.0182554163290765	0.0168645749999999	1.0525575	1.111705	1.00053558856746	3876.22950444268	4158.84519043044	1.04737975	1.120162	BA.2.86	 USA 
